family,conversation_id,peak_lfi,mean_lfi,cumulative_lfi,fragmentation_slope
Task_Decomposition,143,37,13.285714285714286,93,2.464285714285715
Task_Decomposition,146,20,11.428571428571429,80,1.4999999999999996
Task_Decomposition,147,12,6.714285714285714,47,0.42857142857142844
Task_Decomposition,145,60,25.857142857142858,181,7.464285714285713
Task_Decomposition,148,13,7.142857142857143,50,0.5714285714285714
Task_Decomposition,150,16,8.0,56,1.0
Task_Decomposition,149,37,20.0,140,0.0
Task_Decomposition,144,19,7.571428571428571,53,1.714285714285714
Task_Decomposition,152,10,6.428571428571429,45,0.42857142857142855
Task_Decomposition,151,15,8.142857142857142,57,0.9642857142857142
Task_Decomposition,156,6,4.857142857142857,34,0.3571428571428571
Task_Decomposition,153,22,6.714285714285714,47,0.9999999999999998
Task_Decomposition,157,49,22.428571428571427,157,2.392857142857143
Task_Decomposition,154,27,12.571428571428571,88,1.0
Task_Decomposition,159,8,5.571428571428571,39,0.46428571428571425
Task_Decomposition,158,23,15.428571428571429,108,-0.46428571428571425
Task_Decomposition,155,21,11.0,77,1.3928571428571428
Task_Decomposition,160,14,7.571428571428571,53,1.3214285714285714
Task_Decomposition,162,6,4.714285714285714,33,0.17857142857142855
Task_Decomposition,161,13,6.428571428571429,45,0.7142857142857142
Task_Decomposition,164,23,14.142857142857142,99,1.75
Task_Decomposition,165,20,10.428571428571429,73,1.9642857142857144
Task_Decomposition,168,10,6.0,42,-0.03571428571428571
Task_Decomposition,163,42,19.857142857142858,139,5.178571428571427
Task_Decomposition,166,31,18.285714285714285,128,0.46428571428571425
Task_Decomposition,167,37,27.714285714285715,194,2.642857142857143
Task_Decomposition,170,20,11.0,77,1.0357142857142856
Task_Decomposition,169,21,11.714285714285714,82,1.3928571428571428
Task_Decomposition,172,20,13.571428571428571,95,1.4285714285714288
Task_Decomposition,171,35,14.857142857142858,104,-0.5714285714285715
Task_Decomposition,176,25,14.571428571428571,102,1.4285714285714288
Task_Decomposition,175,24,14.714285714285714,103,0.21428571428571427
